"fileID","band","rad_avg"
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105549_ID810/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/889.9_leaf_2020_1000ms_80_200828_105610_089.png",889.9,0.00118651413612565
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105549_ID810/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/894.9_leaf_2020_1000ms_80_200828_105612_497.png",894.9,0.00136587434554974
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105549_ID810/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/900.0_leaf_2020_1000ms_80_200828_105613_700.png",900,0.00158703926701571
"fileID","band","rad_avg"
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/500.0_leaf_2020_1000ms_80_200828_105910_110.png",500,0
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/505.1_leaf_2020_1000ms_80_200828_105911_109.png",505.1,0
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/510.1_leaf_2020_1000ms_80_200828_105912_451.png",510.1,0.00687618602993585
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/515.2_leaf_2020_1000ms_80_200828_105950_988.png",515.2,0.00681724019957234
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/520.3_leaf_2020_1000ms_80_200828_105953_396.png",520.3,0.00683871703492516
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/525.3_leaf_2020_1000ms_80_200828_105957_007.png",525.3,0.00710367783321454
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/530.4_leaf_2020_1000ms_80_200828_105959_415.png",530.4,0.00686040555951532
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/535.4_leaf_2020_1000ms_80_200828_110001_822.png",535.4,0.00686844975053457
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/540.5_leaf_2020_1000ms_80_200828_110005_434.png",540.5,0.00661869565217391
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/545.6_leaf_2020_1000ms_80_200828_110007_842.png",545.6,0.00662028937990021
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/550.6_leaf_2020_1000ms_80_200828_110010_249.png",550.6,0.00662169779044904
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/555.7_leaf_2020_1000ms_80_200828_110013_861.png",555.7,0.00662449607982894
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/560.8_leaf_2020_1000ms_80_200828_110016_269.png",560.8,0.00662551532430506
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/565.8_leaf_2020_1000ms_80_200828_110019_880.png",565.8,0.00662633071988596
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/570.9_leaf_2020_1000ms_80_200828_110022_288.png",570.9,0.0066263863150392
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/575.9_leaf_2020_1000ms_80_200828_110024_696.png",575.9,0.00662688667141839
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/581.0_leaf_2020_1000ms_80_200828_110028_307.png",581,0.00662692373485388
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/586.1_leaf_2020_1000ms_80_200828_110030_715.png",586.1,0.00662636778332145
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/591.1_leaf_2020_1000ms_80_200828_110033_122.png",591.1,0.0068798039914469
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/596.2_leaf_2020_1000ms_80_200828_110037_328.png",596.2,0.00713299501069138
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/601.3_leaf_2020_1000ms_80_200828_110039_735.png",601.3,0.00713241625089095
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/606.3_leaf_2020_1000ms_80_200828_105931_726.png",606.3,0.00560893371347113
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/611.4_leaf_2020_1000ms_80_200828_105935_338.png",611.4,0.00560810263720599
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/616.5_leaf_2020_1000ms_80_200828_105936_542.png",616.5,0.005861
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/621.5_leaf_2020_1000ms_80_200828_105937_745.png",621.5,0.00611014682822523
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/626.6_leaf_2020_1000ms_80_200828_105938_949.png",626.6,0.00660498218104063
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/631.6_leaf_2020_1000ms_80_200828_105940_153.png",631.6,0.00754496792587313
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/636.7_leaf_2020_1000ms_80_200828_105941_357.png",636.7,0.00872702423378475
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/641.8_leaf_2020_1000ms_80_200828_105942_561.png",641.8,0.00863272630078403
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/646.8_leaf_2020_1000ms_80_200828_105943_765.png",646.8,0.00768130506058446
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/651.9_leaf_2020_1000ms_80_200828_105944_969.png",651.9,0.00625955096222381
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/657.0_leaf_2020_1000ms_80_200828_105946_172.png",657,0.00552833499643621
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/662.0_leaf_2020_1000ms_80_200828_105947_376.png",662,0.00502350677120456
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/667.1_leaf_2020_1000ms_80_200828_105948_580.png",667.1,0.00501381325730577
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/672.2_leaf_2020_1000ms_80_200828_105949_784.png",672.2,0.00499669280114041
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/677.2_leaf_2020_1000ms_80_200828_105952_192.png",677.2,0.00521493014967926
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/682.3_leaf_2020_1000ms_80_200828_105954_599.png",682.3,0.005163994297933
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/687.3_leaf_2020_1000ms_80_200828_105955_803.png",687.3,0.00509955737704918
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/692.4_leaf_2020_1000ms_80_200828_105958_211.png",692.4,0.00499904775481112
"G:/Shared drives/Leaf_cabinet_data/leaf_2020_cabinet_200828_105909_ID813/leaf_2020_1000ms_80/leaf_2020_1000ms_80_000000/697.5_leaf_2020_1000ms_80_200828_110000_619.png",697.5,0.00484020812544547
